Scenario,Setpoint_g,TrialNo,LogPath,Column,LogValue,DatasetValue,AbsoluteDifference,Tolerance,Status,Notes
Manual Cepat,30.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP30/ManualCepat_SP30_trial10.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,30.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP30/ManualCepat_SP30_trial10.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,30.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP30/ManualCepat_SP30_trial10.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,30.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP30/ManualCepat_SP30_trial10.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,15.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial01.txt,FinalMass_g,16.47,16.47,0.0,0.01,MATCH,Within tolerance
Manual Presisi,15.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial01.txt,FinalError_g,1.4699999999999989,1.47,1.1102230246251565e-15,0.01,MATCH,Within tolerance
Manual Presisi,15.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial01.txt,AbsError_pct,9.799999999999992,9.8,8.881784197001252e-15,0.01,MATCH,Within tolerance
Manual Presisi,15.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial01.txt,MaxOvershoot_pct,0.0,9.8,9.8,0.01,MISMATCH,Outside tolerance
Manual Presisi,15.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial01.txt,Duration_s,23.46,23.46,0.0,0.01,MATCH,Within tolerance
Manual Presisi,15.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial01.txt,RiseTime_10_90_s,,14.204,,0.01,MISMATCH,One is NaN
Manual Presisi,15.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial01.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Presisi,15.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial01.txt,BridgingCount,3,3,,EXACT,MATCH,Exact match
Manual Presisi,15.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial01.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Presisi,15.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial01.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,15.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial02.txt,FinalMass_g,15.43,15.43,0.0,0.01,MATCH,Within tolerance
Manual Presisi,15.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial02.txt,FinalError_g,0.4299999999999997,0.43,2.7755575615628914e-16,0.01,MATCH,Within tolerance
Manual Presisi,15.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial02.txt,AbsError_pct,2.866666666666665,2.87,0.0033333333333351867,0.01,MATCH,Within tolerance
Manual Presisi,15.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial02.txt,MaxOvershoot_pct,0.0,2.87,2.87,0.01,MISMATCH,Outside tolerance
Manual Presisi,15.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial02.txt,Duration_s,34.054,34.05,0.0040000000000048885,0.01,MATCH,Within tolerance
Manual Presisi,15.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial02.txt,RiseTime_10_90_s,,26.088,,0.01,MISMATCH,One is NaN
Manual Presisi,15.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial02.txt,SettlingTime_s,,33.796,,0.01,MISMATCH,One is NaN
Manual Presisi,15.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial02.txt,BridgingCount,3,3,,EXACT,MATCH,Exact match
Manual Presisi,15.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial02.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Presisi,15.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial02.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,15.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial03.txt,FinalMass_g,15.16,15.16,0.0,0.01,MATCH,Within tolerance
Manual Presisi,15.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial03.txt,FinalError_g,0.16000000000000014,0.16,1.3877787807814457e-16,0.01,MATCH,Within tolerance
Manual Presisi,15.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial03.txt,AbsError_pct,1.0666666666666678,1.06,0.006666666666667709,0.01,MATCH,Within tolerance
Manual Presisi,15.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial03.txt,MaxOvershoot_pct,0.0,2.13,2.13,0.01,MISMATCH,Outside tolerance
Manual Presisi,15.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial03.txt,Duration_s,56.783,56.78,0.0030000000000001137,0.01,MATCH,Within tolerance
Manual Presisi,15.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial03.txt,RiseTime_10_90_s,,51.917,,0.01,MISMATCH,One is NaN
Manual Presisi,15.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial03.txt,SettlingTime_s,,56.267,,0.01,MISMATCH,One is NaN
Manual Presisi,15.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial03.txt,BridgingCount,3,3,,EXACT,MATCH,Exact match
Manual Presisi,15.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial03.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Presisi,15.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial03.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,15.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial04.txt,FinalMass_g,14.35,14.35,0.0,0.01,MATCH,Within tolerance
Manual Presisi,15.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial04.txt,FinalError_g,-0.6500000000000004,-0.65,3.3306690738754696e-16,0.01,MATCH,Within tolerance
Manual Presisi,15.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial04.txt,AbsError_pct,4.333333333333336,4.32,0.013333333333335418,0.01,MISMATCH,Outside tolerance
Manual Presisi,15.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial04.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
Manual Presisi,15.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial04.txt,Duration_s,62.986,62.99,0.0040000000000048885,0.01,MATCH,Within tolerance
Manual Presisi,15.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial04.txt,RiseTime_10_90_s,,34.871,,0.01,MISMATCH,One is NaN
Manual Presisi,15.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial04.txt,SettlingTime_s,,61.695,,0.01,MISMATCH,One is NaN
Manual Presisi,15.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial04.txt,BridgingCount,3,3,,EXACT,MATCH,Exact match
Manual Presisi,15.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial04.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Presisi,15.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial04.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,15.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial05.txt,FinalMass_g,16.62,16.62,0.0,0.01,MATCH,Within tolerance
Manual Presisi,15.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial05.txt,FinalError_g,1.620000000000001,1.62,8.881784197001252e-16,0.01,MATCH,Within tolerance
Manual Presisi,15.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial05.txt,AbsError_pct,10.800000000000006,10.77,0.030000000000006466,0.01,MISMATCH,Outside tolerance
Manual Presisi,15.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial05.txt,MaxOvershoot_pct,0.0,10.77,10.77,0.01,MISMATCH,Outside tolerance
Manual Presisi,15.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial05.txt,Duration_s,29.66,29.66,0.0,0.01,MATCH,Within tolerance
Manual Presisi,15.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial05.txt,RiseTime_10_90_s,,24.535,,0.01,MISMATCH,One is NaN
Manual Presisi,15.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial05.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Presisi,15.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial05.txt,BridgingCount,6,6,,EXACT,MATCH,Exact match
Manual Presisi,15.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial05.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Presisi,15.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial05.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,15.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial06.txt,FinalMass_g,14.49,14.49,0.0,0.01,MATCH,Within tolerance
Manual Presisi,15.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial06.txt,FinalError_g,-0.5099999999999998,-0.51,2.220446049250313e-16,0.01,MATCH,Within tolerance
Manual Presisi,15.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial06.txt,AbsError_pct,3.399999999999999,3.37,0.029999999999998916,0.01,MISMATCH,Outside tolerance
Manual Presisi,15.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial06.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
Manual Presisi,15.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial06.txt,Duration_s,34.053,34.05,0.0030000000000001137,0.01,MATCH,Within tolerance
Manual Presisi,15.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial06.txt,RiseTime_10_90_s,,29.186,,0.01,MISMATCH,One is NaN
Manual Presisi,15.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial06.txt,SettlingTime_s,,33.795,,0.01,MISMATCH,One is NaN
Manual Presisi,15.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial06.txt,BridgingCount,4,4,,EXACT,MATCH,Exact match
Manual Presisi,15.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial06.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Presisi,15.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial06.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,15.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial07.txt,FinalMass_g,15.89,15.89,0.0,0.01,MATCH,Within tolerance
Manual Presisi,15.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial07.txt,FinalError_g,0.8900000000000006,0.89,5.551115123125783e-16,0.01,MATCH,Within tolerance
Manual Presisi,15.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial07.txt,AbsError_pct,5.933333333333337,5.91,0.02333333333333698,0.01,MISMATCH,Outside tolerance
Manual Presisi,15.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial07.txt,MaxOvershoot_pct,0.0,5.91,5.91,0.01,MISMATCH,Outside tolerance
Manual Presisi,15.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial07.txt,Duration_s,15.198,15.2,0.0019999999999988916,0.01,MATCH,Within tolerance
Manual Presisi,15.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial07.txt,RiseTime_10_90_s,,5.683,,0.01,MISMATCH,One is NaN
Manual Presisi,15.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial07.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Presisi,15.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial07.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
Manual Presisi,15.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial07.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Presisi,15.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial07.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,15.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial08.txt,FinalMass_g,14.66,14.66,0.0,0.01,MATCH,Within tolerance
Manual Presisi,15.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial08.txt,FinalError_g,-0.33999999999999986,-0.34,1.6653345369377348e-16,0.01,MATCH,Within tolerance
Manual Presisi,15.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial08.txt,AbsError_pct,2.2666666666666657,2.26,0.0066666666666659324,0.01,MATCH,Within tolerance
Manual Presisi,15.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial08.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
Manual Presisi,15.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial08.txt,Duration_s,40.512,40.51,0.0020000000000024443,0.01,MATCH,Within tolerance
Manual Presisi,15.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial08.txt,RiseTime_10_90_s,,18.597,,0.01,MISMATCH,One is NaN
Manual Presisi,15.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial08.txt,SettlingTime_s,,33.538,,0.01,MISMATCH,One is NaN
Manual Presisi,15.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial08.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
Manual Presisi,15.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial08.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Presisi,15.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial08.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,15.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial09.txt,FinalMass_g,15.4,15.4,0.0,0.01,MATCH,Within tolerance
Manual Presisi,15.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial09.txt,FinalError_g,0.40000000000000036,0.4,3.3306690738754696e-16,0.01,MATCH,Within tolerance
Manual Presisi,15.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial09.txt,AbsError_pct,2.6666666666666687,2.68,0.01333333333333142,0.01,MISMATCH,Outside tolerance
Manual Presisi,15.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial09.txt,MaxOvershoot_pct,0.0,2.68,2.68,0.01,MISMATCH,Outside tolerance
Manual Presisi,15.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial09.txt,Duration_s,33.796,33.8,0.003999999999997783,0.01,MATCH,Within tolerance
Manual Presisi,15.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial09.txt,RiseTime_10_90_s,,28.154,,0.01,MISMATCH,One is NaN
Manual Presisi,15.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial09.txt,SettlingTime_s,,33.28,,0.01,MISMATCH,One is NaN
Manual Presisi,15.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial09.txt,BridgingCount,4,4,,EXACT,MATCH,Exact match
Manual Presisi,15.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial09.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Presisi,15.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial09.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,15.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial10.txt,FinalMass_g,21.01,21.01,0.0,0.01,MATCH,Within tolerance
Manual Presisi,15.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial10.txt,FinalError_g,6.010000000000002,6.01,1.7763568394002505e-15,0.01,MATCH,Within tolerance
Manual Presisi,15.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial10.txt,AbsError_pct,40.06666666666668,40.06,0.006666666666674814,0.01,MATCH,Within tolerance
Manual Presisi,15.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial10.txt,MaxOvershoot_pct,0.0,40.06,40.06,0.01,MISMATCH,Outside tolerance
Manual Presisi,15.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial10.txt,Duration_s,8.483,8.48,0.0030000000000001137,0.01,MATCH,Within tolerance
Manual Presisi,15.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial10.txt,RiseTime_10_90_s,,1.033,,0.01,MISMATCH,One is NaN
Manual Presisi,15.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial10.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Presisi,15.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial10.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
Manual Presisi,15.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial10.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Presisi,15.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP15/ManualPresisi_SP15_trial10.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial01.txt,FinalMass_g,23.33,23.33,0.0,0.01,MATCH,Within tolerance
Manual Presisi,20.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial01.txt,FinalError_g,3.3299999999999983,3.33,1.7763568394002505e-15,0.01,MATCH,Within tolerance
Manual Presisi,20.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial01.txt,AbsError_pct,16.64999999999999,16.67,0.020000000000010232,0.01,MISMATCH,Outside tolerance
Manual Presisi,20.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial01.txt,MaxOvershoot_pct,0.0,16.67,16.67,0.01,MISMATCH,Outside tolerance
Manual Presisi,20.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial01.txt,Duration_s,67.878,67.88,0.001999999999995339,0.01,MATCH,Within tolerance
Manual Presisi,20.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial01.txt,RiseTime_10_90_s,,61.721,,0.01,MISMATCH,One is NaN
Manual Presisi,20.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial01.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Presisi,20.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial01.txt,BridgingCount,14,14,,EXACT,MATCH,Exact match
Manual Presisi,20.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial01.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial01.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial02.txt,FinalMass_g,19.68,19.68,0.0,0.01,MATCH,Within tolerance
Manual Presisi,20.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial02.txt,FinalError_g,-0.3200000000000003,-0.32,2.7755575615628914e-16,0.01,MATCH,Within tolerance
Manual Presisi,20.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial02.txt,AbsError_pct,1.6000000000000014,1.62,0.019999999999998685,0.01,MISMATCH,Outside tolerance
Manual Presisi,20.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial02.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
Manual Presisi,20.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial02.txt,Duration_s,44.124,44.12,0.0040000000000048885,0.01,MATCH,Within tolerance
Manual Presisi,20.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial02.txt,RiseTime_10_90_s,,30.477,,0.01,MISMATCH,One is NaN
Manual Presisi,20.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial02.txt,SettlingTime_s,,41.8,,0.01,MISMATCH,One is NaN
Manual Presisi,20.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial02.txt,BridgingCount,3,3,,EXACT,MATCH,Exact match
Manual Presisi,20.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial02.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Presisi,20.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial02.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial03.txt,FinalMass_g,23.75,23.75,0.0,0.01,MATCH,Within tolerance
Manual Presisi,20.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial03.txt,FinalError_g,3.75,3.75,0.0,0.01,MATCH,Within tolerance
Manual Presisi,20.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial03.txt,AbsError_pct,18.75,18.77,0.019999999999999574,0.01,MISMATCH,Outside tolerance
Manual Presisi,20.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial03.txt,MaxOvershoot_pct,0.0,18.77,18.77,0.01,MISMATCH,Outside tolerance
Manual Presisi,20.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial03.txt,Duration_s,38.698,38.7,0.0020000000000024443,0.01,MATCH,Within tolerance
Manual Presisi,20.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial03.txt,RiseTime_10_90_s,,33.573,,0.01,MISMATCH,One is NaN
Manual Presisi,20.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial03.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Presisi,20.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial03.txt,BridgingCount,3,3,,EXACT,MATCH,Exact match
Manual Presisi,20.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial03.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial03.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial04.txt,FinalMass_g,20.34,20.34,0.0,0.01,MATCH,Within tolerance
Manual Presisi,20.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial04.txt,FinalError_g,0.33999999999999986,0.34,1.6653345369377348e-16,0.01,MATCH,Within tolerance
Manual Presisi,20.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial04.txt,AbsError_pct,1.6999999999999995,1.72,0.020000000000000462,0.01,MISMATCH,Outside tolerance
Manual Presisi,20.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial04.txt,MaxOvershoot_pct,0.0,1.72,1.72,0.01,MISMATCH,Outside tolerance
Manual Presisi,20.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial04.txt,Duration_s,44.38,44.38,0.0,0.01,MATCH,Within tolerance
Manual Presisi,20.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial04.txt,RiseTime_10_90_s,,28.15,,0.01,MISMATCH,One is NaN
Manual Presisi,20.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial04.txt,SettlingTime_s,,39.989,,0.01,MISMATCH,One is NaN
Manual Presisi,20.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial04.txt,BridgingCount,4,4,,EXACT,MATCH,Exact match
Manual Presisi,20.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial04.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Presisi,20.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial04.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial05.txt,FinalMass_g,25.23,25.23,0.0,0.01,MATCH,Within tolerance
