Scenario,Setpoint_g,TrialNo,LogPath,Column,LogValue,DatasetValue,AbsoluteDifference,Tolerance,Status,Notes
Manual Presisi,20.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial05.txt,FinalError_g,5.23,5.23,0.0,0.01,MATCH,Within tolerance
Manual Presisi,20.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial05.txt,AbsError_pct,26.150000000000002,26.17,0.019999999999999574,0.01,MISMATCH,Outside tolerance
Manual Presisi,20.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial05.txt,MaxOvershoot_pct,0.0,26.17,26.17,0.01,MISMATCH,Outside tolerance
Manual Presisi,20.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial05.txt,Duration_s,20.617,20.62,0.0030000000000001137,0.01,MATCH,Within tolerance
Manual Presisi,20.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial05.txt,RiseTime_10_90_s,,13.169,,0.01,MISMATCH,One is NaN
Manual Presisi,20.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial05.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Presisi,20.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial05.txt,BridgingCount,3,3,,EXACT,MATCH,Exact match
Manual Presisi,20.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial05.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial05.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial06.txt,FinalMass_g,19.97,19.97,0.0,0.01,MATCH,Within tolerance
Manual Presisi,20.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial06.txt,FinalError_g,-0.030000000000001137,-0.03,1.1379786002407855e-15,0.01,MATCH,Within tolerance
Manual Presisi,20.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial06.txt,AbsError_pct,0.15000000000000568,0.17,0.019999999999994328,0.01,MISMATCH,Outside tolerance
Manual Presisi,20.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial06.txt,MaxOvershoot_pct,0.0,0.02,0.02,0.01,MISMATCH,Outside tolerance
Manual Presisi,20.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial06.txt,Duration_s,42.312,42.31,0.001999999999995339,0.01,MATCH,Within tolerance
Manual Presisi,20.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial06.txt,RiseTime_10_90_s,,38.339,,0.01,MISMATCH,One is NaN
Manual Presisi,20.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial06.txt,SettlingTime_s,,41.796,,0.01,MISMATCH,One is NaN
Manual Presisi,20.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial06.txt,BridgingCount,4,4,,EXACT,MATCH,Exact match
Manual Presisi,20.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial06.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Presisi,20.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial06.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial07.txt,FinalMass_g,19.95,19.95,0.0,0.01,MATCH,Within tolerance
Manual Presisi,20.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial07.txt,FinalError_g,-0.05000000000000071,-0.05,7.077671781985373e-16,0.01,MATCH,Within tolerance
Manual Presisi,20.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial07.txt,AbsError_pct,0.25000000000000355,0.26,0.009999999999996456,0.01,MATCH,Within tolerance
Manual Presisi,20.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial07.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
Manual Presisi,20.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial07.txt,Duration_s,44.893,44.89,0.0030000000000001137,0.01,MATCH,Within tolerance
Manual Presisi,20.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial07.txt,RiseTime_10_90_s,,40.027,,0.01,MISMATCH,One is NaN
Manual Presisi,20.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial07.txt,SettlingTime_s,,44.635,,0.01,MISMATCH,One is NaN
Manual Presisi,20.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial07.txt,BridgingCount,7,7,,EXACT,MATCH,Exact match
Manual Presisi,20.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial07.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Presisi,20.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial07.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial08.txt,FinalMass_g,21.06,21.06,0.0,0.01,MATCH,Within tolerance
Manual Presisi,20.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial08.txt,FinalError_g,1.0599999999999987,1.06,1.3322676295501878e-15,0.01,MATCH,Within tolerance
Manual Presisi,20.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial08.txt,AbsError_pct,5.299999999999994,5.29,0.00999999999999357,0.01,MATCH,Within tolerance
Manual Presisi,20.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial08.txt,MaxOvershoot_pct,0.0,5.29,5.29,0.01,MISMATCH,Outside tolerance
Manual Presisi,20.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial08.txt,Duration_s,65.041,65.04,0.000999999999990564,0.01,MATCH,Within tolerance
Manual Presisi,20.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial08.txt,RiseTime_10_90_s,,57.334,,0.01,MISMATCH,One is NaN
Manual Presisi,20.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial08.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Presisi,20.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial08.txt,BridgingCount,2,2,,EXACT,MATCH,Exact match
Manual Presisi,20.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial08.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,8,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial08.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial09.txt,FinalMass_g,19.38,19.38,0.0,0.01,MATCH,Within tolerance
Manual Presisi,20.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial09.txt,FinalError_g,-0.620000000000001,-0.62,9.992007221626409e-16,0.01,MATCH,Within tolerance
Manual Presisi,20.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial09.txt,AbsError_pct,3.100000000000005,3.09,0.010000000000005116,0.01,MISMATCH,Outside tolerance
Manual Presisi,20.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial09.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
Manual Presisi,20.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial09.txt,Duration_s,28.881,28.88,0.0010000000000012221,0.01,MATCH,Within tolerance
Manual Presisi,20.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial09.txt,RiseTime_10_90_s,,21.175,,0.01,MISMATCH,One is NaN
Manual Presisi,20.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial09.txt,SettlingTime_s,,28.624,,0.01,MISMATCH,One is NaN
Manual Presisi,20.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial09.txt,BridgingCount,3,3,,EXACT,MATCH,Exact match
Manual Presisi,20.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial09.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Presisi,20.0,9,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial09.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial10.txt,FinalMass_g,20.01,20.01,0.0,0.01,MATCH,Within tolerance
Manual Presisi,20.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial10.txt,FinalError_g,0.010000000000001563,0.01,1.5629858518551032e-15,0.01,MATCH,Within tolerance
Manual Presisi,20.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial10.txt,AbsError_pct,0.050000000000007816,0.04,0.010000000000007815,0.01,MISMATCH,Outside tolerance
Manual Presisi,20.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial10.txt,MaxOvershoot_pct,0.0,0.04,0.04,0.01,MISMATCH,Outside tolerance
Manual Presisi,20.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial10.txt,Duration_s,42.054,42.05,0.0040000000000048885,0.01,MATCH,Within tolerance
Manual Presisi,20.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial10.txt,RiseTime_10_90_s,,13.171,,0.01,MISMATCH,One is NaN
Manual Presisi,20.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial10.txt,SettlingTime_s,,37.664,,0.01,MISMATCH,One is NaN
Manual Presisi,20.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial10.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
Manual Presisi,20.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial10.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Presisi,20.0,10,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial10.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,25.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial01.txt,FinalMass_g,24.78,24.78,0.0,0.01,MATCH,Within tolerance
Manual Presisi,25.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial01.txt,FinalError_g,-0.21999999999999886,-0.22,1.1379786002407855e-15,0.01,MATCH,Within tolerance
Manual Presisi,25.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial01.txt,AbsError_pct,0.8799999999999953,0.86,0.019999999999995355,0.01,MISMATCH,Outside tolerance
Manual Presisi,25.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial01.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
Manual Presisi,25.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial01.txt,Duration_s,81.581,81.58,0.0010000000000047748,0.01,MATCH,Within tolerance
Manual Presisi,25.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial01.txt,RiseTime_10_90_s,,37.71,,0.01,MISMATCH,One is NaN
Manual Presisi,25.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial01.txt,SettlingTime_s,,81.323,,0.01,MISMATCH,One is NaN
Manual Presisi,25.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial01.txt,BridgingCount,3,3,,EXACT,MATCH,Exact match
Manual Presisi,25.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial01.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Presisi,25.0,1,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial01.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,25.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial02.txt,FinalMass_g,27.38,27.38,0.0,0.01,MATCH,Within tolerance
Manual Presisi,25.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial02.txt,FinalError_g,2.379999999999999,2.38,8.881784197001252e-16,0.01,MATCH,Within tolerance
Manual Presisi,25.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial02.txt,AbsError_pct,9.519999999999996,9.53,0.01000000000000334,0.01,MISMATCH,Outside tolerance
Manual Presisi,25.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial02.txt,MaxOvershoot_pct,0.0,9.53,9.53,0.01,MISMATCH,Outside tolerance
Manual Presisi,25.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial02.txt,Duration_s,32.505,32.51,0.0049999999999954525,0.01,MATCH,Within tolerance
Manual Presisi,25.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial02.txt,RiseTime_10_90_s,,24.798,,0.01,MISMATCH,One is NaN
Manual Presisi,25.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial02.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Presisi,25.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial02.txt,BridgingCount,4,4,,EXACT,MATCH,Exact match
Manual Presisi,25.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial02.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Presisi,25.0,2,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial02.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,25.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial03.txt,FinalMass_g,32.6,32.6,0.0,0.01,MATCH,Within tolerance
Manual Presisi,25.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial03.txt,FinalError_g,7.600000000000001,7.6,1.7763568394002505e-15,0.01,MATCH,Within tolerance
Manual Presisi,25.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial03.txt,AbsError_pct,30.400000000000006,30.4,7.105427357601002e-15,0.01,MATCH,Within tolerance
Manual Presisi,25.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial03.txt,MaxOvershoot_pct,0.0,30.4,30.4,0.01,MISMATCH,Outside tolerance
Manual Presisi,25.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial03.txt,Duration_s,38.964,38.96,0.003999999999997783,0.01,MATCH,Within tolerance
Manual Presisi,25.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial03.txt,RiseTime_10_90_s,,30.998,,0.01,MISMATCH,One is NaN
Manual Presisi,25.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial03.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Presisi,25.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial03.txt,BridgingCount,6,6,,EXACT,MATCH,Exact match
Manual Presisi,25.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial03.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Presisi,25.0,3,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial03.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,25.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial04.txt,FinalMass_g,30.12,30.12,0.0,0.01,MATCH,Within tolerance
Manual Presisi,25.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial04.txt,FinalError_g,5.120000000000001,5.12,8.881784197001252e-16,0.01,MATCH,Within tolerance
Manual Presisi,25.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial04.txt,AbsError_pct,20.480000000000004,20.46,0.020000000000003126,0.01,MISMATCH,Outside tolerance
Manual Presisi,25.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial04.txt,MaxOvershoot_pct,0.0,20.46,20.46,0.01,MISMATCH,Outside tolerance
Manual Presisi,25.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial04.txt,Duration_s,20.366,20.37,0.004000000000001336,0.01,MATCH,Within tolerance
Manual Presisi,25.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial04.txt,RiseTime_10_90_s,,12.658,,0.01,MISMATCH,One is NaN
Manual Presisi,25.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial04.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Presisi,25.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial04.txt,BridgingCount,3,3,,EXACT,MATCH,Exact match
Manual Presisi,25.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial04.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Presisi,25.0,4,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial04.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,25.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial05.txt,FinalMass_g,24.9,24.9,0.0,0.01,MATCH,Within tolerance
Manual Presisi,25.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial05.txt,FinalError_g,-0.10000000000000142,-0.1,1.4155343563970746e-15,0.01,MATCH,Within tolerance
Manual Presisi,25.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial05.txt,AbsError_pct,0.40000000000000563,0.4,5.6066262743570405e-15,0.01,MATCH,Within tolerance
Manual Presisi,25.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial05.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
Manual Presisi,25.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial05.txt,Duration_s,40.254,40.25,0.003999999999997783,0.01,MATCH,Within tolerance
Manual Presisi,25.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial05.txt,RiseTime_10_90_s,,32.288,,0.01,MISMATCH,One is NaN
Manual Presisi,25.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial05.txt,SettlingTime_s,,39.996,,0.01,MISMATCH,One is NaN
Manual Presisi,25.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial05.txt,BridgingCount,6,6,,EXACT,MATCH,Exact match
Manual Presisi,25.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial05.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Presisi,25.0,5,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial05.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,25.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial06.txt,FinalMass_g,27.72,27.72,0.0,0.01,MATCH,Within tolerance
Manual Presisi,25.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial06.txt,FinalError_g,2.719999999999999,2.72,1.3322676295501878e-15,0.01,MATCH,Within tolerance
Manual Presisi,25.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial06.txt,AbsError_pct,10.879999999999995,10.87,0.009999999999996234,0.01,MATCH,Within tolerance
Manual Presisi,25.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial06.txt,MaxOvershoot_pct,0.0,10.87,10.87,0.01,MISMATCH,Outside tolerance
Manual Presisi,25.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial06.txt,Duration_s,45.162,45.16,0.0020000000000024443,0.01,MATCH,Within tolerance
Manual Presisi,25.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial06.txt,RiseTime_10_90_s,,40.553,,0.01,MISMATCH,One is NaN
Manual Presisi,25.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial06.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Presisi,25.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial06.txt,BridgingCount,8,8,,EXACT,MATCH,Exact match
Manual Presisi,25.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial06.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Presisi,25.0,6,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial06.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,25.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial07.txt,FinalMass_g,24.67,24.67,0.0,0.01,MATCH,Within tolerance
Manual Presisi,25.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial07.txt,FinalError_g,-0.3299999999999983,-0.33,1.7208456881689926e-15,0.01,MATCH,Within tolerance
Manual Presisi,25.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial07.txt,AbsError_pct,1.3199999999999932,1.34,0.0200000000000069,0.01,MISMATCH,Outside tolerance
Manual Presisi,25.0,7,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial07.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
